state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Uttar Pradesh,Lalitpur,Lalitpur APMC,Soyabean,Other,FAQ,18/04/2026,4990.0,5400.0,5186.47
Uttar Pradesh,Lalitpur,Lalitpur APMC,Peas(Dry),Other,FAQ,18/04/2026,3650.0,4860.0,4250.14
Uttar Pradesh,Lucknow,Lucknow APMC,Wood,Eucalyptus,FAQ,18/04/2026,500.0,500.0,500.0
Uttar Pradesh,Lucknow,Lucknow APMC,Ginger(Green),Other,FAQ,18/04/2026,3500.0,3500.0,3500.0
Uttar Pradesh,Lucknow,Lucknow APMC,Rice,Common,FAQ,18/04/2026,4050.0,6026.06,4836.32
Uttar Pradesh,Lucknow,Lucknow APMC,Firewood,Firewood,FAQ,18/04/2026,350.0,400.0,358.33
Uttar Pradesh,Lucknow,Lucknow APMC,Turmeric,Other,FAQ,18/04/2026,13142.8,15619.1,14075.39
Uttar Pradesh,Mainpuri,Mainpuri APMC,Garlic,Other,FAQ,18/04/2026,4000.0,4000.0,4000.0
Uttar Pradesh,Sambhal,Muradabad APMC,Potato,Other,FAQ,18/04/2026,700.0,700.0,700.0
Uttar Pradesh,Sambhal,Muradabad APMC,Wheat,Mill Quality,FAQ,18/04/2026,2585.0,2585.0,2585.0
Uttar Pradesh,Pillibhit,Pilibhit APMC,Wheat,Other,FAQ,18/04/2026,2400.0,2450.0,2400.28
Uttar Pradesh,Shahjahanpur,Shahjahanpur APMC,Green Gram Dal(Moong Dal),Other,FAQ,18/04/2026,9150.0,9550.0,9400.0
Uttar Pradesh,Sitapur,Sitapur APMC,Paddy(Common),Common,Local,18/04/2026,1800.0,1820.0,1810.0
Uttar Pradesh,Sitapur,Sitapur APMC,Rice,Common,Local,18/04/2026,2350.0,2400.0,2380.0
Uttar Pradesh,Sitapur,Sitapur APMC,Green Chilli,Other,FAQ,18/04/2026,1500.0,1500.0,1500.0
Uttar Pradesh,Sitapur,Sitapur APMC,Wheat,Other,FAQ,18/04/2026,2310.0,2420.0,2348.46
Uttar Pradesh,Sitapur,Sitapur APMC,Wheat,White,FAQ,18/04/2026,2310.0,2310.0,2310.0
Uttar Pradesh,Sitapur,Sitapur APMC,Wheat,Wheat-Organic,FAQ,18/04/2026,2310.0,2335.0,2322.69
Uttar Pradesh,Varanasi,Varanasi APMC,Makhana(Foxnut),Other,FAQ,18/04/2026,31000.0,31000.0,31000.0
Uttar Pradesh,Varanasi,Varanasi APMC,Chili Red,Other,FAQ,18/04/2026,9010.0,9010.0,9010.0
West Bengal,North 24 Parganas,Barasat APMC,Bitter gourd,Other,FAQ,18/04/2026,5000.0,5000.0,5000.0
West Bengal,Birbhum,Bolpur APMC,Green Chilli,Green Chilly,FAQ,18/04/2026,6800.0,7000.0,6900.0
West Bengal,Birbhum,Bolpur APMC,Brinjal,Brinjal,FAQ,18/04/2026,2800.0,3000.0,2900.0
West Bengal,Purba Bardhaman,Kalna APMC,Cucumbar(Kheera),Cucumbar,FAQ,18/04/2026,2600.0,2800.0,2700.0
West Bengal,Purba Bardhaman,Kalna APMC,Sweet Pumpkin,Sweet Pumpkin,FAQ,18/04/2026,1500.0,1600.0,1600.0
West Bengal,Purba Bardhaman,Kalna APMC,Rice,Other,FAQ,18/04/2026,3040.0,3080.0,3060.0
Uttar Pradesh,Siddharth Nagar,Shohratgarh APMC,Wheat,Other,FAQ,18/04/2026,2350.0,2350.0,2350.0
Uttar Pradesh,Siddharth Nagar,Shohratgarh APMC,Wheat,Dara,FAQ,18/04/2026,2350.0,2400.0,2352.32
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Tomato,Deshi,Local,18/04/2026,400.0,600.0,500.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1600.0,1800.0,1700.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,18/04/2026,3600.0,4000.0,3800.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,18/04/2026,4600.0,5000.0,4800.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Raddish,Raddish,Local,18/04/2026,2400.0,2800.0,2600.0
Tamil Nadu,Erode,Periyar Nagar(Uzhavar Sandhai ),Mango(Raw-Ripe),Mango - Raw-Ripe,Local,18/04/2026,2000.0,2200.0,2100.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Brinjal,Round,Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,2800.0,3000.0,2900.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Tomato,Deshi,Local,18/04/2026,2800.0,3000.0,2900.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,1000.0,1200.0,1100.0
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,18/04/2026,6000.0,6500.0,6250.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,800.0,1200.0,1000.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Banana,Red Banana,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,3600.0,4000.0,3800.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Beetroot,Beetroot,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ),Raddish,Raddish,Local,18/04/2026,2400.0,2800.0,2600.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Papaya,Papaya,Local,18/04/2026,2500.0,3500.0,3000.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Drumstick,Drumstick,Local,18/04/2026,2500.0,3500.0,3000.0
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,18/04/2026,8000.0,9000.0,8500.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Onion,Bellary,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Potato,Other,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Kancheepuram,Sunguvarchatram(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Potato,Other,Local,18/04/2026,2500.0,2800.0,2650.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Papaya,Papaya,Local,18/04/2026,3500.0,3500.0,3500.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,18/04/2026,2500.0,2500.0,2500.0
Tamil Nadu,Kancheepuram,Kundrathur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,3500.0,3500.0,3500.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Green Peas,Green Peas,Local,18/04/2026,5000.0,6000.0,5500.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Tomato,Deshi,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,18/04/2026,8000.0,8600.0,8300.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Betal Leaves,Mysore,Local,18/04/2026,8000.0,10000.0,9000.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,2400.0,3000.0,2700.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Drumstick,Drumstick,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,18/04/2026,5000.0,6000.0,5500.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,3500.0,4000.0,3750.0
West Bengal,Hooghly,Pandua APMC,Rice,Fine,FAQ,18/04/2026,4500.0,4725.0,4600.0
West Bengal,Hooghly,Pandua APMC,Bitter gourd,Bitter Gourd,FAQ,18/04/2026,3900.0,4250.0,4100.0
West Bengal,Hooghly,Pandua APMC,Potato,Jyoti,FAQ,18/04/2026,620.0,680.0,640.0
Gujarat,Chhota Udaipur,Bodeliu APMC,Cotton,Other,FAQ,18/04/2026,7300.0,8841.0,8450.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Sponge gourd,Other,Medium,18/04/2026,2000.0,3500.0,2500.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Green Chilli,Other,Medium,18/04/2026,2000.0,2500.0,2200.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Banana,Other,Medium,18/04/2026,2000.0,3000.0,2500.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Grapes,Other,Medium,18/04/2026,6000.0,10000.0,8000.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Pomegranate,Other,Medium,18/04/2026,8000.0,14000.0,12000.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Tomato,Other,Medium,18/04/2026,2000.0,3000.0,2500.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Cucumbar(Kheera),Other,Medium,18/04/2026,900.0,1500.0,1000.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Bhindi(Ladies Finger),Other,Medium,18/04/2026,2000.0,3000.0,2500.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Brinjal,Other,Medium,18/04/2026,1500.0,2000.0,1600.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,18/04/2026,3200.0,4000.0,3600.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,3200.0,4000.0,3600.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,3200.0,4000.0,3600.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,3200.0,4000.0,3600.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Tomato,Deshi,Local,18/04/2026,2300.0,2500.0,2400.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Karur,Pallapatti (Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,4000.0,4500.0,4250.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ),Tomato,Deshi,Local,18/04/2026,2400.0,2800.0,2600.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ),Green Avare(W),Other,Local,18/04/2026,7000.0,8000.0,7500.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ),Drumstick,Drumstick,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Karur,Vengamedu(Uzhavar Sandhai ),Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Orange,Darjeeling,Local,18/04/2026,12000.0,14000.0,13000.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,18/04/2026,6000.0,7000.0,6500.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,18/04/2026,6000.0,7000.0,6500.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Capsicum,Capsicum,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Indian Beans(Seam),Indian Beans (Seam),Local,18/04/2026,5000.0,6000.0,5500.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Lemon,Lemon,Local,18/04/2026,15000.0,18000.0,16500.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,18/04/2026,5000.0,6000.0,5500.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Garlic,Garlic,Local,18/04/2026,14000.0,16000.0,15000.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,18/04/2026,6000.0,6500.0,6250.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Banana,Besrai,Local,18/04/2026,4000.0,5000.0,4500.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Onion,Bellary,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,18/04/2026,3000.0,3200.0,3100.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,1000.0,1400.0,1200.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Carrot,Pusakesar,Local,18/04/2026,4000.0,4500.0,4250.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Raddish,Raddish,Local,18/04/2026,1500.0,1800.0,1650.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,18/04/2026,3000.0,3500.0,3250.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,18/04/2026,10000.0,12000.0,11000.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Indian Beans(Seam),Indian Beans (Seam),Local,18/04/2026,4000.0,4500.0,4250.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,18/04/2026,11000.0,12000.0,11500.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,18/04/2026,4000.0,5000.0,4500.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Beetroot,Beetroot,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Raddish,Raddish,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,18/04/2026,4000.0,5000.0,4500.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Krishnagiri,Denkanikottai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Tapioca,Tapioca,Local,18/04/2026,4000.0,4500.0,4250.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Beans,Beans (Whole),Local,18/04/2026,3500.0,7000.0,5250.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Cabbage,Cabbage,Local,18/04/2026,1000.0,1200.0,1100.0
Tamil Nadu,Krishnagiri,Avallapalli(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,18/04/2026,2000.0,2400.0,2200.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Orange,Darjeeling,Local,18/04/2026,14000.0,15000.0,14500.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Banana,Besrai,Local,18/04/2026,3500.0,4000.0,3750.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Potato,Red Nanital,Local,18/04/2026,2600.0,3000.0,2800.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Water Melon,Water Melon,Local,18/04/2026,2500.0,2500.0,2500.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1200.0,1500.0,1350.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,18/04/2026,8000.0,9000.0,8500.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,18/04/2026,6000.0,7000.0,6500.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,18/04/2026,2800.0,3200.0,3000.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Lime,Lime,Local,18/04/2026,11000.0,12000.0,11500.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,18/04/2026,4000.0,4000.0,4000.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Colacasia,Colacasia,Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Onion Green,Onion Green,Local,18/04/2026,4000.0,4800.0,4400.0
Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Grapes,Annabesahai,Local,18/04/2026,15000.0,16000.0,15500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Garlic,Garlic,Local,18/04/2026,18000.0,22000.0,20000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Brinjal,Round,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,2600.0,2800.0,2700.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Betal Leaves,Mysore,Local,18/04/2026,16000.0,24000.0,20000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,18/04/2026,2800.0,3200.0,3000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Guava,Guava Allahabad,Local,18/04/2026,8000.0,9000.0,8500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,18/04/2026,5500.0,6000.0,5750.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Tomato,Other,Local,18/04/2026,2400.0,2800.0,2600.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Potato,Other,Local,18/04/2026,2800.0,3200.0,3000.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Garlic,Garlic,Local,18/04/2026,11000.0,22000.0,16500.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,1500.0,2000.0,1750.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,18/04/2026,3000.0,4800.0,3900.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Raddish,Raddish,Local,18/04/2026,2000.0,2500.0,2250.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Green Avare(W),Green Avare (W),Local,18/04/2026,5000.0,7000.0,6000.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Yam(Ratalu),Yam (Ratalu),Local,18/04/2026,5000.0,6000.0,5500.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,18/04/2026,7000.0,9000.0,8000.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,18/04/2026,3200.0,3600.0,3400.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,2600.0,2800.0,2700.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ),Lemon,Lemon,Local,18/04/2026,18000.0,20000.0,19000.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,18/04/2026,1500.0,1800.0,1650.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,18/04/2026,3000.0,4000.0,3500.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,18/04/2026,7000.0,8000.0,7500.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,18/04/2026,1500.0,1800.0,1650.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,18/04/2026,1800.0,2200.0,2000.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,18/04/2026,2500.0,2800.0,2650.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Coconut,Coconut,Local,18/04/2026,5800.0,6000.0,5900.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,18/04/2026,3000.0,3600.0,3300.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Colacasia,Colacasia,Local,18/04/2026,4500.0,5000.0,4750.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,18/04/2026,2500.0,3000.0,2750.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,18/04/2026,1200.0,1500.0,1350.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,18/04/2026,6000.0,7000.0,6500.0
Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Garlic,Garlic,Local,18/04/2026,18000.0,22000.0,20000.0
