state,district,market,commodity,arrival_date,min_price,max_price,modal_price,demand_label
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2023-06-24,2477.19,3554.06,3082.42,Low
Andhra Pradesh,Prakasam,Ongole,Banana,2024-09-24,3035.59,4070.84,3673.39,Medium
Andhra Pradesh,Nellore,Nellore,Onion,2025-10-15,1089.38,1758.87,1301.59,Low
Andhra Pradesh,Guntur,Guntur,Rice,2023-08-11,3056.79,5379.44,4232.03,Medium
Andhra Pradesh,Guntur,Guntur,Maize,2025-08-01,2460.0,3898.71,3374.49,High
Andhra Pradesh,Nellore,Nellore,Groundnut,2024-06-21,1126.06,2018.03,1606.65,Medium
Andhra Pradesh,Prakasam,Ongole,Banana,2023-09-23,2256.81,3905.0,3206.27,Medium
Andhra Pradesh,Kurnool,Kurnool,Potato,2024-03-01,3227.29,4908.79,3779.4,Medium
Andhra Pradesh,Prakasam,Ongole,Chilli,2024-08-09,979.71,1484.18,1343.89,Low
Andhra Pradesh,Chittoor,Tirupati,Banana,2023-05-13,4149.55,7113.7,5292.18,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2023-10-09,730.63,1029.43,875.62,Low
Andhra Pradesh,Prakasam,Ongole,Tomato,2023-08-18,2315.04,3513.12,2906.97,Low
Andhra Pradesh,Nellore,Nellore,Turmeric,2024-08-14,1805.42,3067.4,2237.17,Low
Andhra Pradesh,Kurnool,Kurnool,Chilli,2026-02-18,2911.29,4695.05,4103.06,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Rice,2023-06-13,2988.11,4235.39,3436.75,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2024-05-14,1073.24,1429.16,1247.72,Medium
Andhra Pradesh,Guntur,Guntur,Wheat,2023-11-07,560.38,921.27,683.95,Low
Andhra Pradesh,Guntur,Guntur,Tomato,2024-12-31,741.19,1182.39,893.17,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Tomato,2025-12-13,1569.61,2405.96,2077.35,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2025-01-31,4637.6,7435.17,6360.3,High
Andhra Pradesh,Nellore,Nellore,Maize,2025-01-16,443.0,691.07,605.73,Low
Andhra Pradesh,Nellore,Nellore,Chilli,2025-02-01,4582.31,7891.99,6236.05,High
Andhra Pradesh,Krishna,Vijayawada,Groundnut,2023-09-15,945.91,1478.15,1329.64,High
Andhra Pradesh,Prakasam,Ongole,Mango,2024-09-16,3697.37,5757.32,4985.2,Medium
Andhra Pradesh,Krishna,Vijayawada,Sugarcane,2024-09-22,1953.66,3666.7,2731.63,Low
Andhra Pradesh,Guntur,Guntur,Wheat,2024-03-02,3810.28,4692.28,4241.11,Medium
Andhra Pradesh,Nellore,Nellore,Maize,2023-10-31,2887.23,4298.32,3527.39,Medium
Andhra Pradesh,Nellore,Nellore,Banana,2023-07-09,2090.68,3860.51,2821.04,High
Andhra Pradesh,Guntur,Guntur,Sugarcane,2025-05-05,2113.71,3880.33,2811.14,Medium
Andhra Pradesh,Krishna,Vijayawada,Potato,2023-09-21,3130.73,5280.88,3772.08,Medium
Andhra Pradesh,Nellore,Nellore,Potato,2025-10-11,2965.56,4727.91,3876.69,Medium
Andhra Pradesh,Chittoor,Tirupati,Potato,2023-12-15,4001.6,6702.56,4798.42,High
Andhra Pradesh,Guntur,Guntur,Mango,2024-09-30,3171.63,5689.16,4409.54,Medium
Andhra Pradesh,Nellore,Nellore,Chilli,2025-12-29,1490.6,2033.8,1676.19,Medium
Andhra Pradesh,Prakasam,Ongole,Rice,2025-09-07,4112.74,5492.84,4934.48,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2023-10-25,1194.58,1871.37,1587.82,Medium
Andhra Pradesh,Prakasam,Ongole,Chilli,2024-09-08,1717.59,2674.47,1958.16,Medium
Andhra Pradesh,Nellore,Nellore,Groundnut,2025-02-23,3759.53,5865.64,4200.28,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Potato,2025-07-05,838.42,1398.52,1111.09,Low
Andhra Pradesh,East Godavari,Rajahmundry,Banana,2024-11-20,2881.72,4171.65,3310.71,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Rice,2024-05-15,1492.86,2625.77,2065.82,Low
Andhra Pradesh,East Godavari,Rajahmundry,Maize,2024-09-01,2013.73,3616.88,2823.95,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Wheat,2026-01-22,2438.23,3722.67,3262.46,Medium
Andhra Pradesh,Kurnool,Kurnool,Mango,2023-12-31,2504.26,3393.71,2973.87,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Groundnut,2024-07-07,1770.12,2552.14,2220.96,Medium
Andhra Pradesh,Kurnool,Kurnool,Tomato,2024-12-13,2054.24,3167.99,2384.3,Medium
Andhra Pradesh,Kurnool,Kurnool,Banana,2024-07-29,2734.71,4551.24,3639.12,High
Andhra Pradesh,Nellore,Nellore,Banana,2024-01-15,625.71,946.8,796.73,Low
Andhra Pradesh,Nellore,Nellore,Turmeric,2024-04-23,1086.6,1449.96,1228.69,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Wheat,2024-12-10,2468.95,4182.9,3525.58,Medium
Andhra Pradesh,Guntur,Guntur,Turmeric,2025-04-28,510.35,777.32,703.35,Medium
Andhra Pradesh,Krishna,Vijayawada,Banana,2025-09-09,1935.29,3029.74,2567.27,Medium
Andhra Pradesh,Prakasam,Ongole,Rice,2024-06-07,1163.55,1677.6,1423.66,Medium
Andhra Pradesh,Chittoor,Tirupati,Sugarcane,2025-05-12,2008.23,3368.2,2729.23,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2023-07-12,545.53,872.23,670.77,Low
Andhra Pradesh,Krishna,Vijayawada,Chilli,2024-05-19,2202.25,3009.48,2634.7,Medium
Andhra Pradesh,Nellore,Nellore,Mango,2023-08-12,3448.3,5254.33,3886.84,Medium
Andhra Pradesh,Prakasam,Ongole,Maize,2025-10-05,3693.44,6115.61,4666.69,Medium
Andhra Pradesh,Chittoor,Tirupati,Wheat,2024-10-25,2615.25,4381.93,3238.54,Low
Andhra Pradesh,Kurnool,Kurnool,Chilli,2024-05-06,1938.16,2503.63,2210.61,Medium
Andhra Pradesh,Guntur,Guntur,Wheat,2023-11-11,1900.51,2617.07,2152.59,Low
Andhra Pradesh,Kurnool,Kurnool,Chilli,2025-01-05,5570.26,6866.64,6204.89,High
Andhra Pradesh,Prakasam,Ongole,Wheat,2025-11-17,948.58,1824.66,1324.61,Low
Andhra Pradesh,East Godavari,Rajahmundry,Mango,2025-06-27,4945.15,8702.01,6839.13,High
Andhra Pradesh,Nellore,Nellore,Onion,2025-05-31,5041.23,8441.48,6164.21,High
Andhra Pradesh,Prakasam,Ongole,Onion,2024-04-18,4843.49,6964.59,5703.03,High
Andhra Pradesh,Prakasam,Ongole,Potato,2024-08-01,2842.25,5327.93,3945.75,Medium
Andhra Pradesh,Prakasam,Ongole,Tomato,2024-02-08,5381.84,7498.78,6081.77,High
Andhra Pradesh,Nellore,Nellore,Maize,2024-04-18,486.86,777.97,655.92,Medium
Andhra Pradesh,Guntur,Guntur,Cotton,2026-02-01,919.27,1435.18,1108.65,Medium
Andhra Pradesh,Nellore,Nellore,Potato,2023-12-13,7026.52,9133.65,7949.56,High
Andhra Pradesh,Krishna,Vijayawada,Maize,2023-12-16,726.1,1192.71,948.4,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Banana,2025-07-17,1491.51,2172.74,1724.81,High
Andhra Pradesh,East Godavari,Rajahmundry,Tomato,2025-05-24,3144.69,5196.79,4322.57,Medium
Andhra Pradesh,Chittoor,Tirupati,Rice,2024-01-21,957.12,1686.33,1266.51,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Rice,2025-08-30,1800.7,3340.39,2393.71,Medium
Andhra Pradesh,Krishna,Vijayawada,Maize,2023-05-23,3619.85,6610.43,5098.79,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Rice,2024-10-17,2911.54,4549.45,3286.32,High
Andhra Pradesh,Chittoor,Tirupati,Wheat,2024-07-05,2079.64,2980.57,2390.24,Medium
Andhra Pradesh,Nellore,Nellore,Mango,2024-01-29,4515.62,6820.38,5122.3,Medium
Andhra Pradesh,Krishna,Vijayawada,Wheat,2024-02-15,3622.13,5048.2,4034.48,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Rice,2024-07-28,3063.03,4788.83,3993.71,Medium
Andhra Pradesh,Guntur,Guntur,Tomato,2023-10-05,1554.34,2913.96,2121.9,Low
Andhra Pradesh,East Godavari,Rajahmundry,Potato,2025-10-07,3087.46,4726.21,3625.7,Medium
Andhra Pradesh,Kurnool,Kurnool,Tomato,2024-12-26,1639.29,2496.91,2130.99,Medium
Andhra Pradesh,Chittoor,Tirupati,Maize,2023-05-22,703.9,1018.97,918.7,Medium
Andhra Pradesh,Prakasam,Ongole,Wheat,2023-10-11,977.42,1522.17,1294.97,Low
Andhra Pradesh,Guntur,Guntur,Potato,2025-02-18,782.67,1154.19,1010.52,Medium
Andhra Pradesh,Kurnool,Kurnool,Potato,2024-02-02,815.1,1335.75,1014.19,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2024-08-28,2076.98,2832.89,2400.37,Medium
Andhra Pradesh,Nellore,Nellore,Groundnut,2023-06-01,3082.83,4513.81,3529.41,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Banana,2025-01-07,1334.44,1881.63,1525.74,Low
Andhra Pradesh,Chittoor,Tirupati,Potato,2025-05-31,1078.8,1597.97,1250.63,Medium
Andhra Pradesh,Guntur,Guntur,Banana,2025-03-22,2187.79,3237.17,2550.65,Medium
Andhra Pradesh,Guntur,Guntur,Groundnut,2025-01-19,696.66,1110.32,895.97,Medium
Andhra Pradesh,Nellore,Nellore,Maize,2024-06-09,2696.93,3618.37,3039.7,Medium
Andhra Pradesh,Chittoor,Tirupati,Groundnut,2025-09-04,4284.65,7278.25,5666.29,High
Andhra Pradesh,Guntur,Guntur,Onion,2023-06-16,3012.63,5273.47,3853.12,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2025-02-22,3009.77,5056.43,3860.26,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2025-05-23,1717.18,2268.85,1987.41,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Mango,2024-07-01,4199.28,6126.31,5013.32,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Turmeric,2026-01-28,5147.33,8108.51,6392.63,High
Andhra Pradesh,Chittoor,Tirupati,Chilli,2025-12-13,3302.85,4209.19,3816.58,Medium
Andhra Pradesh,Kurnool,Kurnool,Banana,2025-07-19,5078.85,7553.98,5982.18,High
Andhra Pradesh,Guntur,Guntur,Chilli,2026-03-20,510.77,894.34,642.77,Medium
Andhra Pradesh,Nellore,Nellore,Potato,2023-09-01,1368.56,2096.69,1598.53,Medium
Andhra Pradesh,Prakasam,Ongole,Chilli,2026-04-07,1027.89,1503.84,1195.74,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Tomato,2025-10-18,1343.79,1892.01,1563.37,Low
Andhra Pradesh,Guntur,Guntur,Potato,2023-09-27,1940.12,3204.44,2377.55,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2024-08-28,2682.14,3711.61,2988.34,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2024-08-22,3998.4,6307.94,4684.3,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Tomato,2023-05-19,837.21,1300.62,983.06,Medium
Andhra Pradesh,Krishna,Vijayawada,Potato,2024-05-27,827.02,1263.04,1069.07,Medium
Andhra Pradesh,Krishna,Vijayawada,Wheat,2023-07-02,3956.35,5984.01,4414.95,Medium
Andhra Pradesh,Krishna,Vijayawada,Rice,2025-02-26,1966.27,3359.91,2561.6,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Wheat,2024-04-06,1070.04,1755.05,1412.07,High
Andhra Pradesh,Chittoor,Tirupati,Banana,2024-09-22,2042.96,2606.19,2273.51,Medium
Andhra Pradesh,Guntur,Guntur,Turmeric,2025-11-09,3131.44,5551.66,3966.23,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2024-01-27,1521.37,2520.63,1953.97,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Wheat,2025-06-25,2417.77,3717.78,2799.94,Medium
Andhra Pradesh,Krishna,Vijayawada,Banana,2024-02-15,1435.79,1953.47,1734.62,Medium
Andhra Pradesh,Kurnool,Kurnool,Turmeric,2024-10-13,3489.91,5095.65,4006.01,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Maize,2026-02-27,1242.88,1692.64,1384.27,Low
Andhra Pradesh,East Godavari,Rajahmundry,Wheat,2025-10-04,1087.66,1769.28,1480.6,Low
Andhra Pradesh,Nellore,Nellore,Sugarcane,2025-03-09,4361.2,6395.22,5017.36,High
Andhra Pradesh,Krishna,Vijayawada,Tomato,2025-05-20,2662.72,4179.43,3640.24,Medium
Andhra Pradesh,Nellore,Nellore,Sugarcane,2025-12-31,1505.68,2956.27,2140.13,Medium
Andhra Pradesh,Nellore,Nellore,Groundnut,2026-04-14,1078.44,1441.66,1305.48,Low
Andhra Pradesh,East Godavari,Rajahmundry,Groundnut,2025-10-24,1116.37,1858.12,1538.37,High
Andhra Pradesh,Guntur,Guntur,Groundnut,2023-07-08,2329.12,3972.86,2998.55,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Cotton,2025-11-27,1575.31,2674.33,2137.65,High
Andhra Pradesh,Guntur,Guntur,Onion,2024-12-10,2021.87,3565.77,2718.08,Medium
Andhra Pradesh,Prakasam,Ongole,Chilli,2024-07-24,795.14,1294.65,963.8,Low
Andhra Pradesh,Kurnool,Kurnool,Sugarcane,2023-07-30,1611.73,2527.59,2259.21,Medium
Andhra Pradesh,Guntur,Guntur,Maize,2025-08-23,2328.39,3208.65,2849.98,High
Andhra Pradesh,Chittoor,Tirupati,Onion,2025-06-24,2965.39,3936.7,3425.92,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Chilli,2026-04-17,3418.29,5136.26,4055.39,Medium
Andhra Pradesh,Prakasam,Ongole,Rice,2023-04-22,2307.51,3489.28,3080.27,Low
Andhra Pradesh,Nellore,Nellore,Turmeric,2025-03-08,1032.81,1827.6,1306.67,Medium
Andhra Pradesh,Guntur,Guntur,Tomato,2025-01-23,3012.06,4410.79,3983.4,Medium
Andhra Pradesh,Kurnool,Kurnool,Mango,2025-11-30,576.86,905.32,711.09,Low
Andhra Pradesh,Krishna,Vijayawada,Tomato,2024-01-21,3279.54,4986.66,4055.98,Medium
Andhra Pradesh,Chittoor,Tirupati,Potato,2025-02-04,713.62,1271.28,992.7,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Turmeric,2024-12-06,2005.25,3089.09,2628.64,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Wheat,2024-10-16,1952.06,3430.2,2659.64,Low
Andhra Pradesh,Kurnool,Kurnool,Maize,2025-09-20,1709.0,2481.68,2169.07,Medium
Andhra Pradesh,Chittoor,Tirupati,Banana,2025-06-22,3962.71,6185.94,4980.3,High
Andhra Pradesh,Guntur,Guntur,Cotton,2024-01-21,2285.89,3437.67,2789.87,Medium
Andhra Pradesh,Kurnool,Kurnool,Potato,2026-01-01,5062.75,8417.52,6358.65,High
Andhra Pradesh,Guntur,Guntur,Chilli,2024-05-10,2922.64,4217.79,3435.78,Medium
Andhra Pradesh,Chittoor,Tirupati,Tomato,2025-12-11,2931.6,4579.71,3495.47,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Rice,2025-12-29,1815.14,3287.84,2458.83,Medium
Andhra Pradesh,Nellore,Nellore,Wheat,2025-10-11,1560.48,2426.97,1966.89,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Chilli,2024-02-17,700.78,1134.84,945.22,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Sugarcane,2025-08-16,2853.15,5150.01,3711.72,Low
Andhra Pradesh,Nellore,Nellore,Maize,2023-07-29,4267.84,7359.43,5321.78,High
Andhra Pradesh,East Godavari,Rajahmundry,Potato,2024-10-07,3181.75,5476.49,4439.43,Medium
Andhra Pradesh,Nellore,Nellore,Onion,2024-10-13,2677.06,3566.5,3106.75,Low
Andhra Pradesh,Nellore,Nellore,Groundnut,2025-09-17,1188.62,1638.49,1445.82,High
Andhra Pradesh,Chittoor,Tirupati,Rice,2024-12-15,1340.73,2319.99,1749.01,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Groundnut,2024-02-21,1480.96,2364.88,1755.36,Medium
Andhra Pradesh,Kurnool,Kurnool,Tomato,2024-07-27,2256.26,3810.14,2932.06,Medium
Andhra Pradesh,Prakasam,Ongole,Maize,2023-05-28,2785.04,4628.58,3968.99,Medium
Andhra Pradesh,Nellore,Nellore,Groundnut,2024-05-08,786.47,1120.93,962.22,Medium
Andhra Pradesh,Chittoor,Tirupati,Tomato,2024-08-28,479.19,814.65,625.36,Low
Andhra Pradesh,Nellore,Nellore,Banana,2023-07-26,6215.27,8783.08,7408.95,High
Andhra Pradesh,Guntur,Guntur,Turmeric,2024-08-22,1319.53,1646.67,1468.09,Low
Andhra Pradesh,Prakasam,Ongole,Onion,2026-01-02,1529.34,2513.65,1928.07,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Mango,2023-09-13,2636.34,4042.54,3051.1,Medium
Andhra Pradesh,Nellore,Nellore,Mango,2024-03-15,1707.38,2391.28,2033.5,Medium
Andhra Pradesh,Chittoor,Tirupati,Chilli,2025-01-12,4946.04,6678.72,5811.21,High
Andhra Pradesh,Kurnool,Kurnool,Wheat,2023-09-11,549.64,1059.27,772.68,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Cotton,2026-04-06,4233.24,6509.84,4999.69,Medium
Andhra Pradesh,Prakasam,Ongole,Sugarcane,2023-07-02,1483.03,2363.52,1833.87,Medium
Andhra Pradesh,Chittoor,Tirupati,Tomato,2024-09-18,724.53,1259.8,940.2,Low
Andhra Pradesh,East Godavari,Rajahmundry,Maize,2023-10-14,3239.32,5208.06,3969.72,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Cotton,2025-10-04,2228.39,3595.67,3035.75,Medium
Andhra Pradesh,Guntur,Guntur,Banana,2024-07-22,799.43,1124.61,948.83,High
Andhra Pradesh,Chittoor,Tirupati,Rice,2023-10-15,5385.99,8373.41,7361.75,High
Andhra Pradesh,Krishna,Vijayawada,Onion,2025-06-30,3102.14,5792.79,4214.98,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Sugarcane,2024-08-13,1258.9,2300.52,1770.23,Low
Andhra Pradesh,East Godavari,Rajahmundry,Potato,2025-08-01,1585.12,2643.11,1992.33,Medium
Andhra Pradesh,Krishna,Vijayawada,Mango,2024-09-26,2503.0,4432.85,3389.1,Medium
Andhra Pradesh,Chittoor,Tirupati,Groundnut,2026-01-05,1566.05,2463.48,2232.79,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Onion,2026-03-13,3917.44,5466.98,4820.42,High
Andhra Pradesh,Chittoor,Tirupati,Tomato,2024-07-11,4450.78,6840.03,5179.85,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2024-01-02,3240.3,5076.85,3688.98,Medium
Andhra Pradesh,Krishna,Vijayawada,Mango,2024-03-14,2966.91,4082.47,3642.67,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Rice,2024-06-07,1303.4,1932.08,1725.47,Medium
Andhra Pradesh,Krishna,Vijayawada,Maize,2025-06-18,912.26,1427.71,1057.96,Medium
Andhra Pradesh,Nellore,Nellore,Tomato,2025-12-05,1197.5,1647.19,1357.73,Medium
Andhra Pradesh,Krishna,Vijayawada,Groundnut,2025-03-03,656.4,1097.84,797.29,Low
Andhra Pradesh,Prakasam,Ongole,Sugarcane,2026-03-16,983.56,1279.56,1121.12,High
Andhra Pradesh,Guntur,Guntur,Turmeric,2023-12-21,2704.93,4711.68,3774.57,Medium
Andhra Pradesh,Nellore,Nellore,Mango,2025-06-30,773.34,1046.92,870.06,High
Andhra Pradesh,Guntur,Guntur,Rice,2024-03-14,2825.43,4512.0,3781.77,Medium
Andhra Pradesh,Krishna,Vijayawada,Tomato,2025-01-01,881.14,1196.39,1077.97,Medium
Andhra Pradesh,Prakasam,Ongole,Maize,2026-03-09,3056.48,5099.56,3980.75,Medium
Andhra Pradesh,Prakasam,Ongole,Chilli,2025-05-07,592.04,924.61,796.29,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Maize,2025-11-27,463.57,852.94,609.65,Medium
Andhra Pradesh,Nellore,Nellore,Mango,2026-01-26,2468.35,4552.73,3257.88,Medium
Andhra Pradesh,Kurnool,Kurnool,Rice,2025-05-17,1012.82,1752.23,1278.15,Low
Andhra Pradesh,Kurnool,Kurnool,Onion,2026-04-08,5552.1,10753.54,7837.5,High
Andhra Pradesh,Prakasam,Ongole,Onion,2025-04-29,4755.32,7760.17,5720.83,High
Andhra Pradesh,East Godavari,Rajahmundry,Rice,2025-02-23,2247.69,2921.16,2642.88,Medium
Andhra Pradesh,Prakasam,Ongole,Chilli,2025-05-04,2211.83,3419.49,2780.65,Medium
Andhra Pradesh,Chittoor,Tirupati,Mango,2023-07-04,522.01,858.18,738.73,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Maize,2024-01-15,1875.87,3057.8,2479.33,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Cotton,2023-06-05,761.69,1170.56,852.08,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Onion,2023-07-20,751.25,1035.25,916.05,Medium
Andhra Pradesh,Prakasam,Ongole,Mango,2026-03-09,2030.79,2994.7,2398.15,Medium
Andhra Pradesh,Chittoor,Tirupati,Onion,2026-02-16,633.41,919.77,748.14,Medium
Andhra Pradesh,Prakasam,Ongole,Turmeric,2026-03-15,4463.91,5886.62,5072.56,Medium
Andhra Pradesh,Prakasam,Ongole,Rice,2025-01-08,1651.19,2536.16,2151.56,Medium
Andhra Pradesh,Nellore,Nellore,Mango,2025-02-02,1333.96,2430.82,1772.38,Medium
Andhra Pradesh,Chittoor,Tirupati,Maize,2023-09-09,3209.18,4260.06,3812.37,Medium
Andhra Pradesh,Krishna,Vijayawada,Tomato,2026-04-04,5858.02,8941.45,7085.16,High
Andhra Pradesh,Chittoor,Tirupati,Sugarcane,2024-11-01,911.65,1228.39,1077.15,Medium
Andhra Pradesh,Prakasam,Ongole,Onion,2025-10-06,2546.35,4103.47,3156.29,Low
Andhra Pradesh,Chittoor,Tirupati,Banana,2024-07-13,2547.59,4242.49,3171.56,High
Andhra Pradesh,Chittoor,Tirupati,Banana,2023-07-14,1764.5,2743.03,2468.94,High
Andhra Pradesh,Nellore,Nellore,Chilli,2024-03-22,1674.65,2913.4,2084.63,Medium
Andhra Pradesh,Prakasam,Ongole,Onion,2026-02-13,2056.62,3015.39,2681.04,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Rice,2024-01-06,3947.98,6979.26,5177.33,Medium
Andhra Pradesh,Chittoor,Tirupati,Rice,2025-12-17,2494.0,4065.68,2946.28,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Potato,2025-06-07,321.78,576.07,412.83,Low
Andhra Pradesh,Guntur,Guntur,Banana,2025-03-18,769.91,1074.83,874.71,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Wheat,2023-11-06,464.51,731.29,573.76,Low
Andhra Pradesh,East Godavari,Rajahmundry,Sugarcane,2024-10-31,2811.96,4367.85,3316.72,Medium
Andhra Pradesh,Chittoor,Tirupati,Onion,2023-04-26,3892.22,6761.96,5296.39,High
Andhra Pradesh,Kurnool,Kurnool,Sugarcane,2023-06-12,1256.58,1614.58,1408.19,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Mango,2024-01-02,3242.05,4474.21,3616.05,Medium
Andhra Pradesh,Kurnool,Kurnool,Cotton,2025-06-18,2080.78,2697.62,2431.17,Low
Andhra Pradesh,Kurnool,Kurnool,Tomato,2023-09-07,1241.22,1954.67,1613.68,Low
Andhra Pradesh,Chittoor,Tirupati,Mango,2024-03-24,2144.02,3278.35,2781.96,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Turmeric,2024-08-07,2007.64,3407.92,2710.85,Low
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Potato,2023-11-21,660.92,931.81,780.15,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Maize,2023-09-11,2683.8,4508.44,3299.21,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Groundnut,2024-06-06,3528.51,5446.09,4387.29,Medium
Andhra Pradesh,Kurnool,Kurnool,Potato,2023-11-19,2290.34,3204.84,2585.93,Medium
Andhra Pradesh,Prakasam,Ongole,Mango,2024-08-29,2951.41,4061.01,3498.16,Medium
Andhra Pradesh,Prakasam,Ongole,Mango,2024-07-26,1205.3,1742.95,1359.96,Medium
Andhra Pradesh,Chittoor,Tirupati,Turmeric,2023-10-12,3377.68,5213.28,4441.14,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Sugarcane,2025-03-03,739.66,1029.65,832.38,High
Andhra Pradesh,Krishna,Vijayawada,Groundnut,2023-07-14,1315.88,1922.2,1640.25,Medium
Andhra Pradesh,Krishna,Vijayawada,Tomato,2025-07-18,1798.07,3055.34,2254.45,Medium
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Onion,2024-11-11,367.13,636.37,511.64,Low
Andhra Pradesh,Guntur,Guntur,Turmeric,2024-10-14,3016.36,4752.04,4228.13,Medium
Andhra Pradesh,Guntur,Guntur,Cotton,2024-04-01,3744.54,5914.64,4370.75,Medium
Andhra Pradesh,Krishna,Vijayawada,Groundnut,2025-05-12,1199.03,1931.65,1566.35,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Mango,2024-06-23,3465.77,5274.86,4009.04,High
Andhra Pradesh,Nellore,Nellore,Onion,2026-02-22,1014.19,1633.31,1187.12,Medium
Andhra Pradesh,Krishna,Vijayawada,Chilli,2024-11-23,621.99,960.35,851.66,Medium
Andhra Pradesh,Kurnool,Kurnool,Cotton,2023-05-11,1524.2,2528.28,1999.85,Low
Andhra Pradesh,Krishna,Vijayawada,Potato,2025-01-04,1163.15,2242.2,1621.16,High
Andhra Pradesh,Prakasam,Ongole,Sugarcane,2024-09-08,2225.46,4255.6,3080.48,Low
Andhra Pradesh,Guntur,Guntur,Mango,2025-10-17,583.02,911.86,688.8,Medium
Andhra Pradesh,Chittoor,Tirupati,Chilli,2024-02-15,4353.76,7714.39,6022.24,High
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Turmeric,2023-11-25,2987.57,3992.8,3498.55,Medium
Andhra Pradesh,Prakasam,Ongole,Rice,2024-01-06,1648.92,2760.99,2334.94,Medium
Andhra Pradesh,Krishna,Vijayawada,Maize,2025-09-19,1511.2,2492.3,2126.5,Medium
Andhra Pradesh,Nellore,Nellore,Maize,2025-06-26,3097.86,4763.1,3862.38,Medium
Andhra Pradesh,Kurnool,Kurnool,Tomato,2024-12-24,2352.3,3208.42,2823.0,Medium
Andhra Pradesh,East Godavari,Rajahmundry,Potato,2026-03-11,3706.9,6463.9,4874.02,Medium
Andhra Pradesh,Guntur,Guntur,Chilli,2024-06-10,2754.15,4937.23,3579.24,Medium
Andhra Pradesh,Prakasam,Ongole,Chilli,2024-03-02,1155.59,1920.03,1466.57,Medium
Andhra Pradesh,Guntur,Guntur,Maize,2026-03-19,4525.07,6032.14,5311.38,Medium
